Topic,Subtopic,Question,Answer,Problem difficulty,Output
Numpy,Core array literacy,"Write a function solve(rows_a, rows_b) that builds a tensor from each nested list and returns ONE bool: do the two tensors hold the same values in the same layout? Use the whole-tensor comparison, not a per-element one — you want a single answer, not a tensor of them.","import torch
import torch as t

def solve(rows_a, rows_b):
    """"""Return True when the two tensors match on shape AND values.""""""
    a = t.tensor(rows_a)
    b = t.tensor(rows_b)
    return t.equal(a, b)


example = ([[1, 2], [3, 4]], [[1, 2], [3, 4]])
print(solve(*example))
",14,True
Numpy,Core array literacy,"Write a function solve(rows) that builds a tensor a and returns a tuple (view_shares, copy_shares) of two bools: whether a.T reads the same block of memory as a, and whether the packed copy of a.T does. Transposing only re-describes the block; the copy is how you ask for a block of your own. Answer both by comparing where each tensor's data starts.","import torch
import torch as t

def solve(rows):
    """"""Return (does a.T share a's block?, does its packed copy?).""""""
    a = t.tensor(rows)
    view = a.T
    return (view.data_ptr() == a.data_ptr(),
            view.contiguous().data_ptr() == a.data_ptr())


example = [[1, 2, 3], [4, 5, 6]]
print(solve(example))
",16,"(True, False)"
Numpy,Core array literacy,"Write a function solve(rows) that builds a tensor a from the nested list and returns a tuple (transpose_in_order, copy_in_order) of two bools: whether a.T is still in reading order, and whether the packed copy of a.T is. One call asks for the copy; one attribute-free call reports the order.","import torch
import torch as t

def solve(rows):
    """"""Return (is a.T in reading order?, is its packed copy?).""""""
    a = t.tensor(rows)
    view = a.T
    return (view.is_contiguous(), view.contiguous().is_contiguous())


example = [[1, 2, 3], [4, 5, 6]]
print(solve(example))
",18,"(False, True)"
Numpy,Core array literacy,"Write a function solve(rows) that builds a tensor from the nested list and returns its shape as a plain Python tuple of ints — not a torch.Size. The two compare equal, but anything that asks you for a tuple wants a real one.","import torch
import torch as t

def solve(rows):
    """"""Return the tensor's shape as a plain tuple of ints.""""""
    a = t.tensor(rows)
    return tuple(a.shape)


example = [[1, 2, 3], [4, 5, 6]]
print(solve(example))
",11,"(2, 3)"
Numpy,Core array literacy,"Write a function solve(rows) that builds a tensor from the nested list and returns a tuple (rows_count, columns_count) — the length along axis 0 and the length along axis 1, as plain ints. Axis 0 is the outermost nesting level.","import torch
import torch as t

def solve(rows):
    """"""Return (length along axis 0, length along axis 1).""""""
    a = t.tensor(rows)
    return (a.shape[0], a.shape[1])


example = [[1, 2, 3], [4, 5, 6]]
print(solve(example))
",13,"(2, 3)"
Numpy,Core array literacy,"Write a function solve(data) that builds a tensor from a Python list nested to ANY depth and returns its number of axes as a plain int. Nesting depth is what decides this, not how many numbers are inside.","import torch
import torch as t

def solve(data):
    """"""Return the tensor's number of axes.""""""
    a = t.tensor(data)
    return a.ndim


example = [[[1, 2], [3, 4]], [[5, 6], [7, 8]]]
print(solve(example))
",15,3
Numpy,Core array literacy,"Write a function solve(rows) that builds a tensor from the nested list and returns a tuple (element_count, outer_length): the tensor's total number of elements, and len(rows). They are different questions — one counts numbers, the other counts rows.","import torch
import torch as t

def solve(rows):
    """"""Return (total element count, number of outer rows).""""""
    a = t.tensor(rows)
    return (a.numel(), len(rows))


example = [[1, 2, 3], [4, 5, 6]]
print(solve(example))
",17,"(6, 2)"
Numpy,Core array literacy,"Write a function solve(rows, wanted) that builds a tensor from rows and returns ONE bool: does its shape equal the tuple wanted? Compare the shape against wanted directly.","import torch
import torch as t

def solve(rows, wanted):
    """"""Return True when the tensor's shape equals `wanted`.""""""
    a = t.tensor(rows)
    return tuple(a.shape) == tuple(wanted)


example = ([[1, 2, 3], [4, 5, 6]], (2, 3))
print(solve(*example))
",19,True
Numpy,Core array literacy,Write a function solve(values) that builds a tensor from the FLAT list and returns its dtype's NAME as a string — 'torch.int64' or 'torch.float32'. The dtype is an attribute; turning it into a string is a separate step.,"import torch
import torch as t

def solve(values):
    """"""Return str() of the tensor's dtype.""""""
    a = t.tensor(values)
    return str(a.dtype)


example = [1, 2, 3]
print(solve(example))
",12,torch.int64
Numpy,Core array literacy,"Write a function solve(values) that builds a tensor from the FLAT list and returns ONE bool: is the whole block held as 64-bit integers? Compare the tensor's dtype against the integer dtype by name, not against a string.","import torch
import torch as t

def solve(values):
    """"""Return True when the tensor's dtype is the 64-bit integer one.""""""
    a = t.tensor(values)
    return a.dtype == t.int64


example = [1, 2, 3]
print(solve(example))
",14,True
Numpy,Core array literacy,"Write a function solve(values) that builds a tensor from the FLAT list but FORCES it to 32-bit floats rather than letting PyTorch infer the type, and returns its contents as a plain Python list. Say what you want up front with the keyword argument.","import torch
import torch as t

def solve(values):
    """"""Return the values as a float32 tensor, read back as a list.""""""
    a = t.tensor(values, dtype=t.float32)
    return a.tolist()


example = [1, 2, 3]
print(solve(example))
",18,"[1.0, 2.0, 3.0]"
Numpy,Core array literacy,"Write a function solve(values) that builds a tensor from the FLAT list and returns a tuple (is_float, element_count). One float anywhere in the input re-types the WHOLE block, and the element count does not move — that is why these are two separate questions.","import torch
import torch as t

def solve(values):
    """"""Return (is the block float32?, how many elements).""""""
    a = t.tensor(values)
    return (a.dtype == t.float32, a.numel())


example = [1, 2.5, 3]
print(solve(example))
",20,"(True, 3)"
Numpy,Core array literacy,"Write a function solve(values_a, values_b) that builds a tensor from each FLAT list and returns ONE bool: do the two agree on dtype? Two tensors can hold the same count of numbers and still disagree here.","import torch
import torch as t

def solve(values_a, values_b):
    """"""Return True when the two tensors share a dtype.""""""
    a = t.tensor(values_a)
    b = t.tensor(values_b)
    return a.dtype == b.dtype


example = ([1, 2, 3], [4, 5, 6])
print(solve(*example))
",16,True
Numpy,Core array literacy,"Write a function solve(values) that takes a FLAT Python list of numbers and returns a tuple (ndim, numel, shape), where shape is a plain tuple of ints. A flat list is one level of nesting however many numbers are in it.","import torch
import torch as t

def solve(values):
    """"""Return (number of axes, element count, shape as a tuple).""""""
    a = t.tensor(values)
    return (a.ndim, a.numel(), tuple(a.shape))


example = [4, 1, 7, 2, 9]
print(solve(example))
",22,"(1, 5, (5,))"
Numpy,Core array literacy,"Write a function solve(values) that takes a FLAT list and returns a tuple (dtype_name, is_float) — str() of the tensor's dtype, and whether that dtype is torch.float32. A single float in the input decides the type of the whole block.","import torch
import torch as t

def solve(values):
    """"""Return (dtype name as a string, is it float32?).""""""
    a = t.tensor(values)
    return (str(a.dtype), a.dtype == t.float32)


example = [1, 2, 3.5]
print(solve(example))
",24,"('torch.float32', True)"
Numpy,Core array literacy,"Write a function solve(cube) that takes a TRIPLY nested Python list and returns a tuple (shape, numel, product_matches). shape is a plain tuple of ints; product_matches is a bool saying whether multiplying the shape together gives the element count. Compute the product with a plain Python loop over the shape.","import torch
import torch as t

def solve(cube):
    """"""Return (shape, element count, does the shape multiply out?).""""""
    a = t.tensor(cube)
    shape = tuple(a.shape)
    product = 1
    for length in shape:
        product = product * length
    return (shape, a.numel(), product == a.numel())


example = [[[1, 2], [3, 4]], [[5, 6], [7, 8]]]
print(solve(example))
",28,"((2, 2, 2), 8, True)"
Numpy,Core array literacy,"Write a function solve(values) that takes a FLAT list and returns the tensor's only element as a plain Python number when the tensor holds exactly one, and None otherwise. Check the element count yourself rather than letting the call raise.","import torch
import torch as t

def solve(values):
    """"""Return the single element as a Python number, or None.""""""
    a = t.tensor(values)
    if a.numel() != 1:
        return None
    return a.item()


example = [42]
print(solve(example))
",26,42
Numpy,Core array literacy,"Write a function solve(rows_a, rows_b) that returns a tuple (equal, same_shape): the whole-tensor comparison of the two tensors, and whether they merely agree on shape. Code that checks only the shape is checking half the question — two tensors can be the same size and hold completely different numbers.","import torch
import torch as t

def solve(rows_a, rows_b):
    """"""Return (whole-tensor equal?, same shape?).""""""
    a = t.tensor(rows_a)
    b = t.tensor(rows_b)
    return (t.equal(a, b), tuple(a.shape) == tuple(b.shape))


example = ([[1, 2], [3, 4]], [[9, 9], [9, 9]])
print(solve(*example))
",27,"(False, True)"
Numpy,Core array literacy,"Write a function solve(rows) that builds a tensor a from the nested list and returns a tuple (shape, transposed_shape), both as plain tuples of ints. Transposing swaps which axis is which without touching the numbers.","import torch
import torch as t

def solve(rows):
    """"""Return (a's shape, a.T's shape), both plain tuples.""""""
    a = t.tensor(rows)
    return (tuple(a.shape), tuple(a.T.shape))


example = [[1, 2, 3], [4, 5, 6]]
print(solve(example))
",23,"((2, 3), (3, 2))"
Numpy,Core array literacy,"Write a function solve(rows) that builds a tensor a and returns a tuple of three bools: is a itself in reading order, is a.T, and is the packed copy of a.T. A freshly built tensor is laid out contiguously; a transpose is the same block read in a different order.","import torch
import torch as t

def solve(rows):
    """"""Return (a in order?, a.T in order?, packed copy in order?).""""""
    a = t.tensor(rows)
    view = a.T
    packed = view.contiguous()
    return (a.is_contiguous(), view.is_contiguous(), packed.is_contiguous())


example = [[1, 2, 3], [4, 5, 6]]
print(solve(example))
",32,"(True, False, True)"
Numpy,Core array literacy,"Write a function solve(values) that takes a FLAT list which may contain floats, forces the tensor to 64-bit integers, and returns a tuple (dtype_name, contents) — str() of the dtype and the values read back as a plain list. Forcing an integer type truncates toward zero, which is the point: say what you want rather than relying on the input.","import torch
import torch as t

def solve(values):
    """"""Return (forced dtype name, the values as a plain list).""""""
    a = t.tensor(values, dtype=t.int64)
    return (str(a.dtype), a.tolist())


example = [1.9, 2.2, 3.7]
print(solve(example))
",30,"('torch.int64', [1, 2, 3])"
